name,registeredUsers,appOpens,year,quarter,state
fatehabad district,152969,2162924,2020,1,haryana
palwal district,233542,6895425,2020,1,haryana
charkhi dadri district,59348,1013262,2020,1,haryana
ambala district,215379,3471937,2020,1,haryana
rewari district,323001,7633507,2020,1,haryana
panchkula district,160534,2591842,2020,1,haryana
bhiwani district,208228,3705008,2020,1,haryana
sirsa district,219623,3131069,2020,1,haryana
mewat district,176392,5813427,2020,1,haryana
panipat district,293916,4951364,2020,1,haryana
gurugram district,1700505,52800456,2020,1,haryana
kaithal district,151832,2465825,2020,1,haryana
kurukshetra district,184817,3491337,2020,1,haryana
jhajjar district,230059,4723846,2020,1,haryana
yamunanagar district,200549,2852631,2020,2,haryana
sonipat district,362890,6034006,2020,2,haryana
jind district,211019,3507406,2020,2,haryana
rohtak district,254647,3888145,2020,2,haryana
faridabad district,1010271,20303296,2020,2,haryana
mahendragarh district,203682,4935866,2020,2,haryana
hisar district,417164,6757973,2020,2,haryana
karnal district,313828,5052334,2020,2,haryana
fatehabad district,168959,2383530,2020,2,haryana
palwal district,259528,8071157,2020,2,haryana
charkhi dadri district,67004,1335183,2020,2,haryana
ambala district,239160,3519221,2020,2,haryana
rewari district,354024,7867627,2020,2,haryana
panchkula district,175646,2382444,2020,2,haryana
bhiwani district,232402,4442225,2020,2,haryana
sirsa district,242506,3333130,2020,2,haryana
mewat district,205921,6897864,2020,2,haryana
panipat district,324833,4902131,2020,2,haryana
gurugram district,1809777,34179491,2020,2,haryana
kaithal district,168699,2713693,2020,2,haryana
kurukshetra district,203788,3228540,2020,2,haryana
jhajjar district,256581,5062230,2020,2,haryana
yamunanagar district,221375,3252209,2020,3,haryana
sonipat district,402001,7704246,2020,3,haryana
jind district,232549,3961859,2020,3,haryana
rohtak district,280325,5088867,2020,3,haryana
faridabad district,1094570,26881573,2020,3,haryana
mahendragarh district,225580,5818789,2020,3,haryana
hisar district,453910,8467943,2020,3,haryana
karnal district,344289,6013147,2020,3,haryana
fatehabad district,184755,2802419,2020,3,haryana
palwal district,285223,9607743,2020,3,haryana
charkhi dadri district,74479,1577462,2020,3,haryana
ambala district,262146,4037143,2020,3,haryana
rewari district,388025,10985340,2020,3,haryana
panchkula district,191215,2948241,2020,3,haryana
bhiwani district,255889,5174248,2020,3,haryana
sirsa district,266572,3948058,2020,3,haryana
mewat district,234889,8159589,2020,3,haryana
panipat district,357830,6114120,2020,3,haryana
gurugram district,1949331,52547158,2020,3,haryana
kaithal district,185714,3114941,2020,3,haryana
kurukshetra district,223297,3932294,2020,3,haryana
jhajjar district,284852,6477380,2020,3,haryana
yamunanagar district,242753,3843610,2020,4,haryana
sonipat district,441088,9660561,2020,4,haryana
jind district,254452,4761235,2020,4,haryana
rohtak district,305922,6466541,2020,4,haryana
faridabad district,1182635,32798951,2020,4,haryana
mahendragarh district,245723,7015783,2020,4,haryana
hisar district,490971,10488914,2020,4,haryana
karnal district,374733,7240718,2020,4,haryana
fatehabad district,200390,3430122,2020,4,haryana
palwal district,310698,11415073,2020,4,haryana
charkhi dadri district,81772,1927582,2020,4,haryana
ambala district,285566,4789038,2020,4,haryana
rewari district,421106,13482897,2020,4,haryana
panchkula district,207622,3577436,2020,4,haryana
bhiwani district,279824,6427240,2020,4,haryana
sirsa district,289231,4751601,2020,4,haryana
mewat district,260584,9795333,2020,4,haryana
panipat district,391952,7475136,2020,4,haryana
gurugram district,2104240,70303122,2020,4,haryana
kaithal district,202911,3708370,2020,4,haryana
kurukshetra district,242556,4668046,2020,4,haryana
jhajjar district,313144,8073998,2020,4,haryana
yamunanagar district,261709,4171624,2021,1,haryana
sonipat district,475192,10259395,2021,1,haryana
jind district,273932,4823696,2021,1,haryana
rohtak district,329147,7034036,2021,1,haryana
faridabad district,1272506,37824622,2021,1,haryana
mahendragarh district,265121,7786463,2021,1,haryana
hisar district,526528,11468230,2021,1,haryana
karnal district,402850,7618470,2021,1,haryana
fatehabad district,215301,3757518,2021,1,haryana
palwal district,335048,12710006,2021,1,haryana
charkhi dadri district,88122,2051877,2021,1,haryana
ambala district,307153,5271257,2021,1,haryana
rewari district,453500,14968730,2021,1,haryana
panchkula district,223482,3991694,2021,1,haryana
bhiwani district,301458,7059970,2021,1,haryana
sirsa district,310911,5229914,2021,1,haryana
mewat district,284058,12278997,2021,1,haryana
panipat district,423131,8104365,2021,1,haryana
gurugram district,2262589,83093025,2021,1,haryana
kaithal district,218191,3635272,2021,1,haryana
kurukshetra district,260673,5020980,2021,1,haryana
jhajjar district,337303,8526542,2021,1,haryana
yamunanagar district,280813,4140694,2021,2,haryana
sonipat district,510058,10153797,2021,2,haryana
jind district,294468,7018936,2021,2,haryana
rohtak district,353305,8816570,2021,2,haryana
faridabad district,1360855,25686092,2021,2,haryana
mahendragarh district,285025,8913568,2021,2,haryana
hisar district,564047,14537419,2021,2,haryana
karnal district,432042,7763201,2021,2,haryana
fatehabad district,231017,5402129,2021,2,haryana
palwal district,359544,11460235,2021,2,haryana
charkhi dadri district,94774,2819667,2021,2,haryana
ambala district,329225,4503822,2021,2,haryana
rewari district,485784,12365298,2021,2,haryana
panchkula district,239170,3407070,2021,2,haryana
bhiwani district,324156,12104870,2021,2,haryana
sirsa district,334240,8146123,2021,2,haryana
mewat district,305382,10933219,2021,2,haryana
panipat district,454218,7391815,2021,2,haryana
gurugram district,2416391,49280675,2021,2,haryana
kaithal district,234468,5633716,2021,2,haryana
kurukshetra district,279452,4734143,2021,2,haryana
jhajjar district,362160,8839447,2021,2,haryana
yamunanagar district,302286,4998805,2021,3,haryana
sonipat district,549613,12651379,2021,3,haryana
jind district,317982,8521357,2021,3,haryana
rohtak district,380370,11569534,2021,3,haryana
faridabad district,1459758,32146169,2021,3,haryana
mahendragarh district,307779,10733157,2021,3,haryana
hisar district,606513,18684922,2021,3,haryana
karnal district,464990,9193645,2021,3,haryana
fatehabad district,248955,6679659,2021,3,haryana
palwal district,387557,13201677,2021,3,haryana
charkhi dadri district,102606,3311432,2021,3,haryana
ambala district,354017,5432997,2021,3,haryana
rewari district,522734,15554432,2021,3,haryana
panchkula district,256782,4337099,2021,3,haryana
bhiwani district,350185,14908880,2021,3,haryana
sirsa district,360856,10580592,2021,3,haryana
mewat district,329621,13505368,2021,3,haryana
panipat district,489226,9399532,2021,3,haryana
gurugram district,2589324,68064580,2021,3,haryana
kaithal district,253117,6616730,2021,3,haryana
kurukshetra district,300453,5682024,2021,3,haryana
jhajjar district,390612,11110135,2021,3,haryana
yamunanagar district,323121,7741855,2021,4,haryana
sonipat district,588700,17748673,2021,4,haryana
jind district,340969,9085091,2021,4,haryana
rohtak district,407245,11928009,2021,4,haryana
faridabad district,1559756,57438537,2021,4,haryana
mahendragarh district,330237,14734337,2021,4,haryana
hisar district,648827,20705821,2021,4,haryana
karnal district,497166,13403200,2021,4,haryana
fatehabad district,266637,7084866,2021,4,haryana
palwal district,415495,22420687,2021,4,haryana
charkhi dadri district,110066,3868580,2021,4,haryana
ambala district,378472,9013011,2021,4,haryana
rewari district,559494,26198366,2021,4,haryana
panchkula district,274389,6464220,2021,4,haryana
bhiwani district,375910,13585473,2021,4,haryana
sirsa district,386829,9891781,2021,4,haryana
mewat district,354072,22238348,2021,4,haryana
panipat district,523678,15114769,2021,4,haryana
gurugram district,2764490,123086843,2021,4,haryana
kaithal district,271182,6547748,2021,4,haryana
kurukshetra district,320754,8758143,2021,4,haryana
jhajjar district,418950,15118629,2021,4,haryana
solan district,50035,0,2018,1,himachal-pradesh
sirmaur district,15880,0,2018,1,himachal-pradesh
shimla district,28214,0,2018,1,himachal-pradesh
bilaspur district,11975,0,2018,1,himachal-pradesh
hamirpur district,15614,0,2018,1,himachal-pradesh
una district,13234,0,2018,1,himachal-pradesh
kangra district,39016,0,2018,1,himachal-pradesh
kullu district,15318,0,2018,1,himachal-pradesh
mandi district,26238,0,2018,1,himachal-pradesh
lahul and spiti district,487,0,2018,1,himachal-pradesh
chamba district,8678,0,2018,1,himachal-pradesh
kinnaur district,2684,0,2018,1,himachal-pradesh
solan district,68950,0,2018,2,himachal-pradesh
sirmaur district,22379,0,2018,2,himachal-pradesh
shimla district,38590,0,2018,2,himachal-pradesh
bilaspur district,16531,0,2018,2,himachal-pradesh
hamirpur district,21374,0,2018,2,himachal-pradesh
una district,18691,0,2018,2,himachal-pradesh
kangra district,54828,0,2018,2,himachal-pradesh
kullu district,21077,0,2018,2,himachal-pradesh
mandi district,36126,0,2018,2,himachal-pradesh
lahul and spiti district,633,0,2018,2,himachal-pradesh
chamba district,12259,0,2018,2,himachal-pradesh
kinnaur district,3861,0,2018,2,himachal-pradesh
solan district,88724,0,2018,3,himachal-pradesh
sirmaur district,28959,0,2018,3,himachal-pradesh
shimla district,49820,0,2018,3,himachal-pradesh
bilaspur district,21030,0,2018,3,himachal-pradesh
hamirpur district,27915,0,2018,3,himachal-pradesh
una district,24952,0,2018,3,himachal-pradesh
kangra district,71494,0,2018,3,himachal-pradesh
kullu district,26840,0,2018,3,himachal-pradesh
mandi district,45876,0,2018,3,himachal-pradesh
lahul and spiti district,803,0,2018,3,himachal-pradesh
chamba district,16157,0,2018,3,himachal-pradesh
kinnaur district,5064,0,2018,3,himachal-pradesh
solan district,113278,0,2018,4,himachal-pradesh
sirmaur district,38194,0,2018,4,himachal-pradesh
shimla district,64640,0,2018,4,himachal-pradesh
bilaspur district,26517,0,2018,4,himachal-pradesh
hamirpur district,35979,0,2018,4,himachal-pradesh
una district,32451,0,2018,4,himachal-pradesh
kangra district,92887,0,2018,4,himachal-pradesh
kullu district,34719,0,2018,4,himachal-pradesh
mandi district,58526,0,2018,4,himachal-pradesh
lahul and spiti district,1078,0,2018,4,himachal-pradesh
chamba district,21538,0,2018,4,himachal-pradesh
kinnaur district,6536,0,2018,4,himachal-pradesh
solan district,139300,0,2019,1,himachal-pradesh
sirmaur district,47638,0,2019,1,himachal-pradesh
shimla district,80651,0,2019,1,himachal-pradesh
bilaspur district,32537,0,2019,1,himachal-pradesh
hamirpur district,44206,0,2019,1,himachal-pradesh
una district,40315,0,2019,1,himachal-pradesh
kangra district,115120,0,2019,1,himachal-pradesh
kullu district,43436,0,2019,1,himachal-pradesh
mandi district,72963,0,2019,1,himachal-pradesh
lahul and spiti district,1307,0,2019,1,himachal-pradesh
chamba district,27481,0,2019,1,himachal-pradesh
kinnaur district,8251,0,2019,1,himachal-pradesh
solan district,159989,795083,2019,2,himachal-pradesh
sirmaur district,55409,241468,2019,2,himachal-pradesh
shimla district,96928,459939,2019,2,himachal-pradesh
bilaspur district,38131,133419,2019,2,himachal-pradesh
hamirpur district,51669,185187,2019,2,himachal-pradesh
una district,47644,190785,2019,2,himachal-pradesh
kangra district,139517,537267,2019,2,himachal-pradesh
kullu district,51977,289657,2019,2,himachal-pradesh
mandi district,86701,298064,2019,2,himachal-pradesh
lahul and spiti district,1490,3297,2019,2,himachal-pradesh
chamba district,33377,131156,2019,2,himachal-pradesh
kinnaur district,9771,56389,2019,2,himachal-pradesh
solan district,178922,2660970,2019,3,himachal-pradesh
sirmaur district,62048,797300,2019,3,himachal-pradesh
shimla district,110575,1546838,2019,3,himachal-pradesh
bilaspur district,43115,441237,2019,3,himachal-pradesh
hamirpur district,58950,671492,2019,3,himachal-pradesh
una district,54164,640095,2019,3,himachal-pradesh
kangra district,160161,1689183,2019,3,himachal-pradesh
kullu district,59192,695567,2019,3,himachal-pradesh
mandi district,98589,971068,2019,3,himachal-pradesh
lahul and spiti district,1617,16249,2019,3,himachal-pradesh
chamba district,37974,417339,2019,3,himachal-pradesh
kinnaur district,10877,173403,2019,3,himachal-pradesh
solan district,198962,3094917,2019,4,himachal-pradesh
sirmaur district,69583,925283,2019,4,himachal-pradesh
shimla district,124960,1733165,2019,4,himachal-pradesh
bilaspur district,48453,526420,2019,4,himachal-pradesh
hamirpur district,66179,790412,2019,4,himachal-pradesh
una district,61055,759757,2019,4,himachal-pradesh
kangra district,181133,2063046,2019,4,himachal-pradesh
kullu district,66640,881862,2019,4,himachal-pradesh
mandi district,111017,1150109,2019,4,himachal-pradesh
lahul and spiti district,1938,20274,2019,4,himachal-pradesh
chamba district,43715,501894,2019,4,himachal-pradesh
kinnaur district,12310,190765,2019,4,himachal-pradesh
solan district,220293,3472122,2020,1,himachal-pradesh
sirmaur district,77972,1116073,2020,1,himachal-pradesh
shimla district,139890,1827107,2020,1,himachal-pradesh
bilaspur district,54024,644156,2020,1,himachal-pradesh
hamirpur district,73945,946744,2020,1,himachal-pradesh
una district,68564,909036,2020,1,himachal-pradesh
kangra district,205367,2464280,2020,1,himachal-pradesh
kullu district,74668,1006068,2020,1,himachal-pradesh
mandi district,124971,1412270,2020,1,himachal-pradesh
lahul and spiti district,2252,27781,2020,1,himachal-pradesh
chamba district,50169,600979,2020,1,himachal-pradesh
kinnaur district,13910,213488,2020,1,himachal-pradesh
solan district,243732,3305076,2020,2,himachal-pradesh
sirmaur district,88117,1211673,2020,2,himachal-pradesh
shimla district,156539,1806819,2020,2,himachal-pradesh
bilaspur district,61050,783049,2020,2,himachal-pradesh
hamirpur district,84216,1096242,2020,2,himachal-pradesh
una district,78363,1074892,2020,2,himachal-pradesh
kangra district,235773,3205540,2020,2,himachal-pradesh
kullu district,82616,803031,2020,2,himachal-pradesh
mandi district,142668,1719858,2020,2,himachal-pradesh
lahul and spiti district,2608,53176,2020,2,himachal-pradesh
chamba district,58362,787826,2020,2,himachal-pradesh
kinnaur district,15823,278398,2020,2,himachal-pradesh
solan district,265701,3875019,2020,3,himachal-pradesh
sirmaur district,97464,1390310,2020,3,himachal-pradesh
shimla district,172418,2337051,2020,3,himachal-pradesh
bilaspur district,67233,833764,2020,3,himachal-pradesh
hamirpur district,93465,1201125,2020,3,himachal-pradesh
una district,86177,1178220,2020,3,himachal-pradesh
kangra district,261293,3450088,2020,3,himachal-pradesh
kullu district,90699,979226,2020,3,himachal-pradesh
mandi district,158237,1859694,2020,3,himachal-pradesh
lahul and spiti district,3008,91931,2020,3,himachal-pradesh
chamba district,65214,893371,2020,3,himachal-pradesh
kinnaur district,17725,321951,2020,3,himachal-pradesh
solan district,289889,4778612,2020,4,himachal-pradesh
sirmaur district,107144,1642256,2020,4,himachal-pradesh
shimla district,189005,2785060,2020,4,himachal-pradesh
bilaspur district,73296,967514,2020,4,himachal-pradesh
hamirpur district,101825,1366513,2020,4,himachal-pradesh
una district,93778,1337623,2020,4,himachal-pradesh
kangra district,285210,3971323,2020,4,himachal-pradesh
kullu district,99814,1487242,2020,4,himachal-pradesh
mandi district,173403,2152427,2020,4,himachal-pradesh
lahul and spiti district,3611,93784,2020,4,himachal-pradesh
chamba district,72124,1050260,2020,4,himachal-pradesh
kinnaur district,19667,368534,2020,4,himachal-pradesh
solan district,312360,5433072,2021,1,himachal-pradesh
sirmaur district,115705,1873784,2021,1,himachal-pradesh
shimla district,202911,2980576,2021,1,himachal-pradesh
bilaspur district,78663,1051062,2021,1,himachal-pradesh
hamirpur district,109372,1412578,2021,1,himachal-pradesh
una district,100832,1406676,2021,1,himachal-pradesh
kangra district,306531,4233701,2021,1,himachal-pradesh
kullu district,107536,1960270,2021,1,himachal-pradesh
mandi district,186340,2344384,2021,1,himachal-pradesh
lahul and spiti district,3938,81725,2021,1,himachal-pradesh
chamba district,77599,1111619,2021,1,himachal-pradesh
