type,count,amount,name,from,to,year,quarter,state
TOTAL,573646,326844709.5879724,Merchant payments,1554057000000,1561660200000,2019,2,assam
TOTAL,13654,4037222.414240564,Financial Services,1554057000000,1561660200000,2019,2,assam
TOTAL,60927,49538663.41037582,Others,1554057000000,1561660200000,2019,2,assam
TOTAL,2713539,11835800855.176552,Peer-to-peer payments,1561919400000,1569609000000,2019,3,assam
TOTAL,2645302,639885372.7480905,Recharge & bill payments,1561919400000,1569609000000,2019,3,assam
TOTAL,513728,421380275.4207429,Merchant payments,1561919400000,1569609000000,2019,3,assam
TOTAL,8606,6403456.344768786,Financial Services,1561919400000,1569609000000,2019,3,assam
TOTAL,61396,46973660.73634353,Others,1561919400000,1569609000000,2019,3,assam
TOTAL,3222143,14083346879.361855,Peer-to-peer payments,1569868200000,1577471400000,2019,4,assam
TOTAL,2937800,704118873.972094,Recharge & bill payments,1569868200000,1577471400000,2019,4,assam
TOTAL,544053,456318130.082201,Merchant payments,1569868200000,1577471400000,2019,4,assam
TOTAL,9621,3492255.0860687294,Financial Services,1569868200000,1577471400000,2019,4,assam
TOTAL,46893,34707757.009855896,Others,1569868200000,1577471400000,2019,4,assam
TOTAL,4058740,18977446151.768826,Peer-to-peer payments,1577817000000,1585333800000,2020,1,assam
TOTAL,3897975,971722606.1579468,Recharge & bill payments,1577817000000,1585333800000,2020,1,assam
TOTAL,792646,675423852.9512749,Merchant payments,1577817000000,1585333800000,2020,1,assam
TOTAL,10173,7054325.507515656,Financial Services,1577817000000,1585333800000,2020,1,assam
TOTAL,49326,36781411.34368035,Others,1577817000000,1585333800000,2020,1,assam
TOTAL,6045321,1612522828.7163475,Recharge & bill payments,1585679400000,1593282600000,2020,2,assam
TOTAL,3648386,17358374071.26616,Peer-to-peer payments,1585679400000,1593282600000,2020,2,assam
TOTAL,742400,749018053.2400584,Merchant payments,1585679400000,1593282600000,2020,2,assam
TOTAL,19814,18130004.687672265,Financial Services,1585679400000,1593282600000,2020,2,assam
TOTAL,49278,28255168.009208795,Others,1585679400000,1593282600000,2020,2,assam
TOTAL,5637893,26646565777.43919,Peer-to-peer payments,1593541800000,1601231400000,2020,3,assam
TOTAL,5292154,1627282415.9451878,Recharge & bill payments,1593541800000,1601231400000,2020,3,assam
TOTAL,1383230,1492484153.3873158,Merchant payments,1593541800000,1601231400000,2020,3,assam
TOTAL,24954,28452966.026372254,Financial Services,1593541800000,1601231400000,2020,3,assam
TOTAL,59480,36605946.74600269,Others,1593541800000,1601231400000,2020,3,assam
TOTAL,7538478,36013292450.814384,Peer-to-peer payments,1601490600000,1609093800000,2020,4,assam
TOTAL,5383505,1662189124.4177454,Recharge & bill payments,1601490600000,1609093800000,2020,4,assam
TOTAL,2392184,2466913305.59039,Merchant payments,1601490600000,1609093800000,2020,4,assam
TOTAL,29764,32314809.975261033,Financial Services,1601490600000,1609093800000,2020,4,assam
TOTAL,79523,51901628.46643049,Others,1601490600000,1609093800000,2020,4,assam
TOTAL,9449096,45476079487.10464,Peer-to-peer payments,1609439400000,1616869800000,2021,1,assam
TOTAL,6494111,2103017761.546533,Recharge & bill payments,1609439400000,1616869800000,2021,1,assam
TOTAL,3459132,3657261586.2001615,Merchant payments,1609439400000,1616869800000,2021,1,assam
TOTAL,34049,41291047.3832124,Financial Services,1609439400000,1616869800000,2021,1,assam
TOTAL,75672,48814663.88782827,Others,1609439400000,1616869800000,2021,1,assam
TOTAL,11668399,51521387890.61253,Peer-to-peer payments,1617215400000,1624818600000,2021,2,assam
TOTAL,9058005,2657676415.2458973,Recharge & bill payments,1617215400000,1624818600000,2021,2,assam
TOTAL,4562669,4914753140.040101,Merchant payments,1617215400000,1624818600000,2021,2,assam
TOTAL,49671,46106001.498141706,Financial Services,1617215400000,1624818600000,2021,2,assam
TOTAL,94161,52549929.267157935,Others,1617215400000,1624818600000,2021,2,assam
TOTAL,15617592,64131823895.235466,Peer-to-peer payments,1625077800000,1632767400000,2021,3,assam
TOTAL,10284267,3248364164.1984267,Recharge & bill payments,1625077800000,1632767400000,2021,3,assam
TOTAL,7431371,8208706348.034584,Merchant payments,1625077800000,1632767400000,2021,3,assam
TOTAL,39479,43889820.495989755,Financial Services,1625077800000,1632767400000,2021,3,assam
TOTAL,131732,67715045.34317216,Others,1625077800000,1632767400000,2021,3,assam
TOTAL,21393962,86801625126.53499,Peer-to-peer payments,1633026600000,1640629800000,2021,4,assam
TOTAL,12895755,13378765005.905182,Merchant payments,1633026600000,1640629800000,2021,4,assam
TOTAL,11484376,3842004488.3733196,Recharge & bill payments,1633026600000,1640629800000,2021,4,assam
TOTAL,60724,65456475.826191336,Financial Services,1633026600000,1640629800000,2021,4,assam
TOTAL,185544,97116796.57575196,Others,1633026600000,1640629800000,2021,4,assam
TOTAL,3159922,375559206.7727593,Recharge & bill payments,1514745000000,1522175400000,2018,1,bihar
TOTAL,2052089,5295346761.45083,Peer-to-peer payments,1514745000000,1522175400000,2018,1,bihar
TOTAL,194295,33999413.87739952,Financial Services,1514745000000,1522175400000,2018,1,bihar
TOTAL,138885,139827755.73655012,Merchant payments,1514745000000,1522175400000,2018,1,bihar
TOTAL,279111,201025034.17960182,Others,1514745000000,1522175400000,2018,1,bihar
TOTAL,4346849,700649777.0602969,Recharge & bill payments,1522521000000,1530124200000,2018,2,bihar
TOTAL,3447898,12141448845.077621,Peer-to-peer payments,1522521000000,1530124200000,2018,2,bihar
TOTAL,311487,318571872.8216527,Merchant payments,1522521000000,1530124200000,2018,2,bihar
TOTAL,267433,45332532.096432865,Financial Services,1522521000000,1530124200000,2018,2,bihar
TOTAL,258711,300128082.6160458,Others,1522521000000,1530124200000,2018,2,bihar
TOTAL,8893764,18695889187.89432,Peer-to-peer payments,1530383400000,1538073000000,2018,3,bihar
TOTAL,4401439,804061398.5166465,Recharge & bill payments,1530383400000,1538073000000,2018,3,bihar
TOTAL,586862,367608510.7261781,Merchant payments,1530383400000,1538073000000,2018,3,bihar
TOTAL,274510,33276460.45213346,Financial Services,1530383400000,1538073000000,2018,3,bihar
TOTAL,211229,234968821.31206354,Others,1530383400000,1538073000000,2018,3,bihar
TOTAL,8094296,26224303882.80399,Peer-to-peer payments,1538332200000,1545935400000,2018,4,bihar
TOTAL,5469096,986310785.0093702,Recharge & bill payments,1538332200000,1545935400000,2018,4,bihar
TOTAL,1680664,848968693.0665624,Merchant payments,1538332200000,1545935400000,2018,4,bihar
TOTAL,237247,36199427.51318769,Financial Services,1538332200000,1545935400000,2018,4,bihar
TOTAL,251098,302214380.18458414,Others,1538332200000,1545935400000,2018,4,bihar
TOTAL,16807040,38824078062.32093,Peer-to-peer payments,1546281000000,1553711400000,2019,1,bihar
TOTAL,7036367,1333688182.5386746,Recharge & bill payments,1546281000000,1553711400000,2019,1,bihar
TOTAL,2055267,1024996999.5279309,Merchant payments,1546281000000,1553711400000,2019,1,bihar
TOTAL,204689,28599535.734409343,Financial Services,1546281000000,1553711400000,2019,1,bihar
TOTAL,252871,291464734.4043106,Others,1546281000000,1553711400000,2019,1,bihar
TOTAL,15837449,58381285240.80835,Peer-to-peer payments,1554057000000,1561660200000,2019,2,bihar
TOTAL,9279442,1996804238.2749753,Recharge & bill payments,1554057000000,1561660200000,2019,2,bihar
TOTAL,4365465,2308145849.844257,Merchant payments,1554057000000,1561660200000,2019,2,bihar
TOTAL,129603,63338108.53755434,Financial Services,1554057000000,1561660200000,2019,2,bihar
TOTAL,348520,382864846.0767575,Others,1554057000000,1561660200000,2019,2,bihar
TOTAL,15446119,61831776093.09613,Peer-to-peer payments,1561919400000,1569609000000,2019,3,bihar
TOTAL,9115040,2140566974.705637,Recharge & bill payments,1561919400000,1569609000000,2019,3,bihar
TOTAL,7206001,3413490288.3137074,Merchant payments,1561919400000,1569609000000,2019,3,bihar
TOTAL,89997,20145460.42764103,Financial Services,1561919400000,1569609000000,2019,3,bihar
TOTAL,282743,286804437.7358033,Others,1561919400000,1569609000000,2019,3,bihar
TOTAL,26337842,86340631422.24606,Peer-to-peer payments,1569868200000,1577471400000,2019,4,bihar
TOTAL,11358597,2649616529.830146,Recharge & bill payments,1569868200000,1577471400000,2019,4,bihar
TOTAL,5519582,4177574379.0405855,Merchant payments,1569868200000,1577471400000,2019,4,bihar
TOTAL,100192,18815964.761792127,Financial Services,1569868200000,1577471400000,2019,4,bihar
TOTAL,214101,126788281.9306988,Others,1569868200000,1577471400000,2019,4,bihar
TOTAL,23163922,99873688132.9031,Peer-to-peer payments,1577817000000,1585333800000,2020,1,bihar
TOTAL,13837430,3680590624.9006104,Recharge & bill payments,1577817000000,1585333800000,2020,1,bihar
TOTAL,7822567,5562692116.5708065,Merchant payments,1577817000000,1585333800000,2020,1,bihar
TOTAL,57233,23954789.407903705,Financial Services,1577817000000,1585333800000,2020,1,bihar
TOTAL,200663,115927863.46366584,Others,1577817000000,1585333800000,2020,1,bihar
TOTAL,26572651,116244368941.33606,Peer-to-peer payments,1585679400000,1593282600000,2020,2,bihar
TOTAL,19522564,5642294772.453551,Recharge & bill payments,1585679400000,1593282600000,2020,2,bihar
TOTAL,7011681,6760404421.62296,Merchant payments,1585679400000,1593282600000,2020,2,bihar
TOTAL,73119,54077813.2606806,Financial Services,1585679400000,1593282600000,2020,2,bihar
TOTAL,206727,105377680.17075577,Others,1585679400000,1593282600000,2020,2,bihar
TOTAL,37294332,153664683751.53278,Peer-to-peer payments,1593541800000,1601231400000,2020,3,bihar
TOTAL,19027978,6313780616.601829,Recharge & bill payments,1593541800000,1601231400000,2020,3,bihar
TOTAL,14777337,13111735855.02769,Merchant payments,1593541800000,1601231400000,2020,3,bihar
TOTAL,104135,81355476.16367023,Financial Services,1593541800000,1601231400000,2020,3,bihar
TOTAL,299966,157309412.49242482,Others,1593541800000,1601231400000,2020,3,bihar
TOTAL,49432098,208484557891.42865,Peer-to-peer payments,1601490600000,1609093800000,2020,4,bihar
TOTAL,26750991,23185594534.30522,Merchant payments,1601490600000,1609093800000,2020,4,bihar
TOTAL,19908687,6926960996.688756,Recharge & bill payments,1601490600000,1609093800000,2020,4,bihar
TOTAL,119416,100785736.00790763,Financial Services,1601490600000,1609093800000,2020,4,bihar
TOTAL,380481,207713978.04223877,Others,1601490600000,1609093800000,2020,4,bihar
TOTAL,58566582,242013312361.31104,Peer-to-peer payments,1609439400000,1616869800000,2021,1,bihar
TOTAL,33959313,30171144593.369873,Merchant payments,1609439400000,1616869800000,2021,1,bihar
TOTAL,21974086,8505455545.448764,Recharge & bill payments,1609439400000,1616869800000,2021,1,bihar
TOTAL,124277,112949858.25028673,Financial Services,1609439400000,1616869800000,2021,1,bihar
TOTAL,308219,170787342.8481179,Others,1609439400000,1616869800000,2021,1,bihar
TOTAL,78694099,319758683264.15344,Peer-to-peer payments,1617215400000,1624818600000,2021,2,bihar
TOTAL,44686786,43458914639.77138,Merchant payments,1617215400000,1624818600000,2021,2,bihar
TOTAL,31646149,11030849713.502428,Recharge & bill payments,1617215400000,1624818600000,2021,2,bihar
TOTAL,149791,116086345.91301711,Financial Services,1617215400000,1624818600000,2021,2,bihar
TOTAL,426797,215721223.2386405,Others,1617215400000,1624818600000,2021,2,bihar
TOTAL,92785704,331514102784.2631,Peer-to-peer payments,1625077800000,1632767400000,2021,3,bihar
TOTAL,64094961,53849745604.9643,Merchant payments,1625077800000,1632767400000,2021,3,bihar
TOTAL,30081746,11327303470.019915,Recharge & bill payments,1625077800000,1632767400000,2021,3,bihar
TOTAL,135748,130349071.61901987,Financial Services,1625077800000,1632767400000,2021,3,bihar
TOTAL,572954,241260025.54569885,Others,1625077800000,1632767400000,2021,3,bihar
TOTAL,117340712,423665098014.2792,Peer-to-peer payments,1633026600000,1640629800000,2021,4,bihar
TOTAL,95992559,81729122295.53772,Merchant payments,1633026600000,1640629800000,2021,4,bihar
TOTAL,30824177,13438634948.212643,Recharge & bill payments,1633026600000,1640629800000,2021,4,bihar
TOTAL,186298,173358268.82083318,Financial Services,1633026600000,1640629800000,2021,4,bihar
TOTAL,783199,365400541.9114517,Others,1633026600000,1640629800000,2021,4,bihar
TOTAL,201262,47479581.16264416,Recharge & bill payments,1514745000000,1522175400000,2018,1,chandigarh
TOTAL,135136,527998849.34055936,Peer-to-peer payments,1514745000000,1522175400000,2018,1,chandigarh
TOTAL,21431,19477066.533276718,Merchant payments,1514745000000,1522175400000,2018,1,chandigarh
TOTAL,8473,1865618.249949839,Financial Services,1514745000000,1522175400000,2018,1,chandigarh
TOTAL,15593,16614305.58119321,Others,1514745000000,1522175400000,2018,1,chandigarh
TOTAL,224548,76722906.67871952,Recharge & bill payments,1522521000000,1530124200000,2018,2,chandigarh
TOTAL,194627,835296156.4220204,Peer-to-peer payments,1522521000000,1530124200000,2018,2,chandigarh
TOTAL,34606,29408471.506333277,Merchant payments,1522521000000,1530124200000,2018,2,chandigarh
TOTAL,11927,3679451.8635118967,Financial Services,1522521000000,1530124200000,2018,2,chandigarh
TOTAL,13376,16116275.274144217,Others,1522521000000,1530124200000,2018,2,chandigarh
TOTAL,295358,1217617705.9681761,Peer-to-peer payments,1530383400000,1538073000000,2018,3,chandigarh
TOTAL,236445,100639674.6708905,Recharge & bill payments,1530383400000,1538073000000,2018,3,chandigarh
TOTAL,64998,37560565.97386869,Merchant payments,1530383400000,1538073000000,2018,3,chandigarh
TOTAL,7642,1302311.5967954171,Financial Services,1530383400000,1538073000000,2018,3,chandigarh
TOTAL,12493,12234189.324580798,Others,1530383400000,1538073000000,2018,3,chandigarh
TOTAL,431461,1793871702.3196409,Peer-to-peer payments,1538332200000,1545935400000,2018,4,chandigarh
TOTAL,310527,128130475.99274208,Recharge & bill payments,1538332200000,1545935400000,2018,4,chandigarh
TOTAL,135266,94010713.60616027,Merchant payments,1538332200000,1545935400000,2018,4,chandigarh
TOTAL,10008,2039811.3372037038,Financial Services,1538332200000,1545935400000,2018,4,chandigarh
TOTAL,17854,14538888.5242277,Others,1538332200000,1545935400000,2018,4,chandigarh
TOTAL,689400,2123866601.6513758,Peer-to-peer payments,1546281000000,1553711400000,2019,1,chandigarh
TOTAL,390610,161414934.10238376,Recharge & bill payments,1546281000000,1553711400000,2019,1,chandigarh
TOTAL,169984,97230471.44089967,Merchant payments,1546281000000,1553711400000,2019,1,chandigarh
TOTAL,7412,917030.9066760786,Financial Services,1546281000000,1553711400000,2019,1,chandigarh
TOTAL,17070,12603012.342693318,Others,1546281000000,1553711400000,2019,1,chandigarh
TOTAL,604849,2339922407.523348,Peer-to-peer payments,1554057000000,1561660200000,2019,2,chandigarh
TOTAL,342294,185659011.54417655,Recharge & bill payments,1554057000000,1561660200000,2019,2,chandigarh
TOTAL,277811,152766864.66190332,Merchant payments,1554057000000,1561660200000,2019,2,chandigarh
TOTAL,5590,839765.161351582,Financial Services,1554057000000,1561660200000,2019,2,chandigarh
TOTAL,21926,13928050.053676538,Others,1554057000000,1561660200000,2019,2,chandigarh
TOTAL,722233,2815184152.8041325,Peer-to-peer payments,1561919400000,1569609000000,2019,3,chandigarh
TOTAL,447069,226535908.8355719,Merchant payments,1561919400000,1569609000000,2019,3,chandigarh
TOTAL,308219,213884900.47217816,Recharge & bill payments,1561919400000,1569609000000,2019,3,chandigarh
TOTAL,2447,794918.674981478,Financial Services,1561919400000,1569609000000,2019,3,chandigarh
TOTAL,26575,13282206.873976795,Others,1561919400000,1569609000000,2019,3,chandigarh
TOTAL,927850,3586763928.6423693,Peer-to-peer payments,1569868200000,1577471400000,2019,4,chandigarh
TOTAL,561630,318692521.79224944,Merchant payments,1569868200000,1577471400000,2019,4,chandigarh
TOTAL,338203,237695594.96329552,Recharge & bill payments,1569868200000,1577471400000,2019,4,chandigarh
TOTAL,1911,654298.6785004465,Financial Services,1569868200000,1577471400000,2019,4,chandigarh
TOTAL,21321,8707473.86293627,Others,1569868200000,1577471400000,2019,4,chandigarh
TOTAL,1087401,4421372542.468033,Peer-to-peer payments,1577817000000,1585333800000,2020,1,chandigarh
TOTAL,764832,438193845.4527705,Merchant payments,1577817000000,1585333800000,2020,1,chandigarh
TOTAL,389851,257250007.2445577,Recharge & bill payments,1577817000000,1585333800000,2020,1,chandigarh
TOTAL,1574,1406138.1883251297,Financial Services,1577817000000,1585333800000,2020,1,chandigarh
TOTAL,18853,8230536.662513691,Others,1577817000000,1585333800000,2020,1,chandigarh
TOTAL,766698,3293060119.5471582,Peer-to-peer payments,1585679400000,1593282600000,2020,2,chandigarh
TOTAL,390906,331423259.0003719,Merchant payments,1585679400000,1593282600000,2020,2,chandigarh
TOTAL,361577,214425229.3354035,Recharge & bill payments,1585679400000,1593282600000,2020,2,chandigarh
TOTAL,1797,3982005.1176844486,Financial Services,1585679400000,1593282600000,2020,2,chandigarh
TOTAL,7032,4125116.689457224,Others,1585679400000,1593282600000,2020,2,chandigarh
TOTAL,981986,4178346395.412492,Peer-to-peer payments,1593541800000,1601231400000,2020,3,chandigarh
TOTAL,796634,604271248.9262259,Merchant payments,1593541800000,1601231400000,2020,3,chandigarh
TOTAL,366353,296964794.9657042,Recharge & bill payments,1593541800000,1601231400000,2020,3,chandigarh
TOTAL,2643,5254415.457263877,Financial Services,1593541800000,1601231400000,2020,3,chandigarh
TOTAL,10470,4972498.603385328,Others,1593541800000,1601231400000,2020,3,chandigarh
TOTAL,1322026,939307675.8510206,Merchant payments,1601490600000,1609093800000,2020,4,chandigarh
TOTAL,1159377,4872318731.339843,Peer-to-peer payments,1601490600000,1609093800000,2020,4,chandigarh
TOTAL,409997,320731281.94750684,Recharge & bill payments,1601490600000,1609093800000,2020,4,chandigarh
